"cell_id","lat_cell","long_cell","access","dblprk","dnotyld","jywalk","lvisib","lwfws","nobikef","noswlk","other","prkint","prkswlk","speed","vrrlss","wlksig","xwalk","assist","bikes","drives","other","walks","n_qst"
370039,39.1367169275819,-84.4511610884884,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,3,1,1,8
370043,39.1457169335721,-84.4511610884527,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3
380033,39.1232186192628,-84.4534202996338,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2
380040,39.1389686299577,-84.4534202995715,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
380070,39.2064686754727,-84.4534202993047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
390041,39.1412202887755,-84.4556795107625,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2
390042,39.1434702903275,-84.4556795107537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
390063,39.1907203227828,-84.4556795105683,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3
400034,39.1254718913905,-84.4579387221286,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,5
400042,39.1434719040332,-84.4579387220586,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,3
400043,39.1457219056108,-84.4579387220499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
410037,39.1322234661001,-84.4601979335091,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3
410060,39.1839735028899,-84.4601979333097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
420037,39.1322249924541,-84.4624571450151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
420074,39.2154750523954,-84.4624571446978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
430054,39.1704765032534,-84.4647163564737,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3
430067,39.1997265245855,-84.4647163563635,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2
440038,39.1344779160107,-84.4669755683055,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
440043,39.1457279243952,-84.4669755682638,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
450038,39.1344793115572,-84.4692347800929,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2
450042,39.1434793183571,-84.46923478006,0,0,1,0,0,0,0,0,2,0,0,5,0,0,3,0,0,4,0,7,19
460042,39.1434806703809,-84.471493991936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
460070,39.2064807183047,-84.471493991709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
470043,39.1457319805329,-84.4737532038894,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,3,4
470048,39.1569819892313,-84.4737532038496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,3
480037,39.1322332347665,-84.4760124159804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
480039,39.136733238297,-84.4760124159648,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,2,4
480047,39.1547332523924,-84.4760124159022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3
480067,39.1997332874439,-84.4760124157459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
490044,39.1479844683343,-84.4782716280498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
490048,39.1569844754534,-84.4782716280191,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3,5
490049,39.1592344772315,-84.4782716280115,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2
490053,39.1682344843371,-84.4782716279808,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,2,0,9,13
490056,39.1749844896592,-84.4782716279578,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2
490065,39.195234505589,-84.4782716278888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
500036,39.1299856315178,-84.4805308403109,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,4
500044,39.1479856459419,-84.4805308402509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
500045,39.1502356477419,-84.4805308402434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
500052,39.1659856603224,-84.4805308401909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
500057,39.177235669288,-84.4805308401533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
500066,39.197485685383,-84.4805308400858,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,6
510036,39.1299867653625,-84.4827900525848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
510037,39.1322367671865,-84.4827900525775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
510047,39.1547367853876,-84.4827900525042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,3
510063,39.190736814366,-84.4827900523868,1,1,3,1,1,1,1,3,4,2,1,2,1,0,0,0,1,5,1,15,24
520032,39.1209878482241,-84.4850492649587,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,6,7
520033,39.1232378500686,-84.4850492649516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
520035,39.1277378537555,-84.4850492649372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
520037,39.1322378574396,-84.4850492649229,0,1,1,0,1,1,0,0,2,2,0,4,0,0,3,0,0,3,2,10,44
520043,39.1457378684751,-84.48504926488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
520044,39.147987870312,-84.4850492648728,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2
520046,39.1524878739835,-84.4850492648585,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,15
520073,39.213237923277,-84.4850492646652,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2
530029,39.1142388891927,-84.4873084773927,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,2,1,0,4,9
530031,39.1187388929194,-84.4873084773788,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,5
530032,39.1209888947816,-84.4873084773718,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,3
530033,39.1232388966432,-84.4873084773648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
540028,39.1119898902136,-84.4895676898778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
540031,39.118739895854,-84.4895676898574,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2
540034,39.1254899014879,-84.4895676898371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2
540041,39.141239914609,-84.4895676897896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
550032,39.1209908570771,-84.4918269023924,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,3,5
550034,39.1254908608637,-84.4918269023792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5
550041,39.1412408740943,-84.491826902333,0,0,0,0,2,0,1,0,2,0,0,5,3,0,0,0,1,11,0,1,13
560026,39.107491761348,-84.4940861150326,0,0,1,0,0,0,0,0,1,0,0,11,0,0,7,0,1,2,0,17,25
560027,39.109741763261,-84.4940861150262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
560029,39.1142417670847,-84.4940861150134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
560034,39.1254917766315,-84.4940861149815,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2
560036,39.1299917804452,-84.4940861149687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
560038,39.134491784256,-84.4940861149559,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2
570025,39.1052426314658,-84.4963453276967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
570026,39.1074926333937,-84.4963453276906,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,4
570027,39.109742635321,-84.4963453276844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
570034,39.1254926487913,-84.4963453276411,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,3
570038,39.1344926564727,-84.4963453276164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
580026,39.1074934618371,-84.498604540403,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2
580027,39.109743463778,-84.4986045403971,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,5,6
580028,39.111993465718,-84.4986045403911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
580034,39.1254934773432,-84.4986045403553,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5
580035,39.1277434792782,-84.4986045403493,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2
580036,39.1299934812124,-84.4986045403433,0,0,0,0,1,1,0,0,2,0,0,1,2,1,0,0,0,3,1,4,9
580037,39.1322434831459,-84.4986045403374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2
580038,39.1344934850787,-84.4986045403314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
580041,39.1412434908726,-84.4986045403135,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,7
580042,39.1434934928025,-84.4986045403075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
580043,39.1457434947316,-84.4986045403015,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,3
590024,39.1029942427687,-84.5008637531787,0,0,6,0,0,0,2,0,2,2,0,1,2,0,0,1,2,2,0,10,33
590028,39.1119942505849,-84.5008637531557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
590032,39.1209942583893,-84.5008637531327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2
590034,39.125494262287,-84.5008637531212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
590035,39.1277442642348,-84.5008637531154,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5
590037,39.1322442681282,-84.5008637531039,0,0,4,5,0,2,0,0,0,1,0,2,7,1,1,0,0,6,0,17,37
600023,39.1007449820152,-84.503122965997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
600035,39.1277450055828,-84.5031229659305,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,4
600041,39.1412450173266,-84.5031229658973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
600049,39.1592450329436,-84.503122965853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
610023,39.1007456796175,-84.5053821788555,0,0,2,2,1,0,0,0,3,0,0,4,1,0,1,0,0,3,0,11,14
610024,39.1029956815969,-84.5053821788502,0,0,5,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,14,20
610025,39.1052456835757,-84.5053821788449,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,4
610026,39.1074956855537,-84.5053821788396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
610027,39.1097456875309,-84.5053821788343,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3
610028,39.1119956895074,-84.5053821788289,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,3,4
610029,39.1142456914832,-84.5053821788236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
610031,39.1187456954325,-84.505382178813,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
610037,39.1322457072624,-84.5053821787812,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,4,0,6
610040,39.1389957131674,-84.5053821787652,0,0,3,1,0,1,0,0,0,1,0,2,1,0,1,0,0,3,1,6,14
610042,39.1434957171003,-84.5053821787546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
610043,39.1457457190656,-84.5053821787493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
610044,39.1479957210302,-84.505382178744,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,1,1,3,2,3,10
620024,39.1029963356098,-84.5076413917523,0,1,1,1,1,0,0,0,3,1,0,2,4,0,0,0,0,5,1,8,15
620026,39.1074963395879,-84.5076413917421,0,0,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7,13
620027,39.1097463415759,-84.507641391737,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,7
620028,39.1119963435631,-84.507641391732,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,7
620029,39.1142463455496,-84.5076413917269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
620035,39.1277463574527,-84.5076413916964,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,3,7
620037,39.1322463614144,-84.5076413916862,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,4
620038,39.1344963633941,-84.5076413916812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
630023,39.1007469440215,-84.5099006046997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
630024,39.1029969460217,-84.5099006046949,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,4,5
630025,39.1052469480212,-84.50990060469,0,0,6,0,0,0,0,0,2,0,1,0,3,0,0,1,1,1,0,9,13
630028,39.1119969540151,-84.5099006046755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
630029,39.1142469560116,-84.5099006046706,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,5
630030,39.1164969580073,-84.5099006046658,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,4,9
630031,39.1187469600022,-84.509900604661,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,4
630032,39.1209969619964,-84.5099006046561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
630036,39.1299969699657,-84.5099006046367,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
630037,39.1322469719562,-84.5099006046319,0,0,1,1,4,0,0,0,2,0,1,0,0,0,0,0,1,3,2,3,9
630039,39.1367469759348,-84.5099006046222,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
630045,39.1502469878526,-84.5099006045931,0,1,1,2,0,3,2,0,3,1,0,2,0,0,0,0,2,5,1,7,15
640021,39.0962475068021,-84.5121598176891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
640022,39.0984975088131,-84.5121598176844,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,3
640023,39.1007475108233,-84.5121598176799,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2
640025,39.1052475148416,-84.5121598176706,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5
640026,39.1074975168496,-84.512159817666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
640027,39.1097475188569,-84.5121598176614,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,5,8
640028,39.1119975208634,-84.5121598176568,0,0,0,0,0,0,1,0,2,0,1,2,2,0,0,0,2,2,0,4,8
640029,39.1142475228691,-84.5121598176522,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,1,4,6
640030,39.1164975248741,-84.5121598176476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
640035,39.1277475348877,-84.5121598176245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
640036,39.1299975368881,-84.5121598176199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
640041,39.141247546879,-84.5121598175969,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,20
640044,39.1479975528645,-84.512159817583,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2
640052,39.1659975687925,-84.5121598175462,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3
650022,39.0984980320062,-84.5144190306992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
650023,39.100748034025,-84.5144190306949,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3
650024,39.1029980360431,-84.5144190306905,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,6
650025,39.1052480380605,-84.5144190306861,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,4
650027,39.1097480420928,-84.5144190306774,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
650028,39.1119980441079,-84.5144190306731,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,5,0,1,6
650029,39.1142480461222,-84.5144190306687,0,0,0,1,1,0,1,0,2,1,0,5,3,0,3,1,1,4,1,10,17
650030,39.1164980481358,-84.5144190306643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
650033,39.1232480541718,-84.5144190306512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
650035,39.1277480581921,-84.5144190306425,1,0,1,0,0,0,1,0,1,0,1,6,0,0,2,0,1,2,0,10,14
650039,39.1367480662235,-84.514419030625,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
650042,39.1434980722391,-84.5144190306119,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,5,5
650043,39.1457480742428,-84.5144190306075,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6
660022,39.0984985115998,-84.5166782437462,0,1,4,1,1,1,0,0,1,0,0,1,0,2,0,0,0,1,0,11,13
660024,39.1029985156525,-84.5166782437379,0,0,2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,7,7
660025,39.1052485176777,-84.5166782437338,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,2,0,4,12
660027,39.1097485217258,-84.5166782437256,0,0,6,2,0,0,0,0,2,1,0,1,5,0,0,0,1,1,1,14,21
660028,39.1119985237487,-84.5166782437214,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,3
660029,39.1142485257709,-84.5166782437173,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,3,8
660030,39.1164985277923,-84.5166782437132,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2
660033,39.1232485338519,-84.5166782437008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
660034,39.1254985358702,-84.5166782436967,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,5,0,1,7
660054,39.1704985760771,-84.5166782436142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
660056,39.1749985800811,-84.5166782436059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
670020,39.093998943524,-84.5189374568302,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,1,4
670023,39.1007489496279,-84.5189374568186,0,0,2,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,5,8
670026,39.1074989557249,-84.5189374568069,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2
670028,39.1119989597858,-84.5189374567992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
670035,39.1277489739748,-84.518937456772,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,3,6
670041,39.141248986107,-84.5189374567488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
670042,39.1434989881264,-84.5189374567449,0,0,2,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,6,15
670043,39.145748990145,-84.518937456741,0,0,2,0,0,1,0,2,0,0,1,4,4,0,0,0,0,0,0,14,27
670045,39.1502489941798,-84.5189374567332,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,17
670047,39.1547489982116,-84.5189374567255,0,0,0,2,0,0,0,0,1,0,0,2,1,0,2,0,1,1,2,4,22
670049,39.1592490022404,-84.5189374567177,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,5
670050,39.1614990042536,-84.5189374567138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
670054,39.1704990122989,-84.5189374566983,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2
680024,39.1029993440687,-84.521196669918,0,0,3,0,3,0,0,2,3,3,1,4,2,0,3,0,1,9,6,8,32
680026,39.1074993481455,-84.5211966699107,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,3
680029,39.1142493542549,-84.5211966698999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
680030,39.1164993562899,-84.5211966698962,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2
680031,39.1187493583241,-84.5211966698926,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2
680032,39.1209993603575,-84.521196669889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3
