"cell_id","binary_predictor"
650033,1
650034,1
650035,1
650036,1
650037,0
650038,1
650039,1
650040,1
650041,1
650042,0
650043,1
650044,0
650045,1
650046,0
650047,0
650048,0
650049,0
650050,0
650051,1
650052,1
650053,0
650054,1
650055,0
650056,0
650057,0
650058,0
650059,0
650060,1
650061,1
650062,1
650063,1
650064,0
650065,0
650066,0
650067,0
660020,0
660021,1
660022,1
660023,1
660024,1
660025,1
660026,1
660027,1
660028,1
660029,1
660030,1
660031,1
660032,0
660033,1
660034,0
660035,1
660036,1
660037,0
660038,1
660039,0
660040,0
660041,0
660042,0
660043,1
660044,1
660045,0
660046,0
660047,0
660048,0
660049,0
660050,0
660051,1
660052,1
660053,0
660054,0
660055,1
660056,0
660057,0
660058,0
660059,0
660060,0
660061,0
660062,0
660063,1
660064,0
660065,0
660066,0
660067,1
670020,0
670021,0
670022,1
670023,1
670024,1
670025,1
670026,1
670027,1
670028,1
670029,1
670030,1
670031,1
670032,0
670033,1
670034,1
670035,1
670036,1
670037,1
670038,1
670039,1
670040,1
670041,1
670042,1
670043,1
670044,0
670045,0
670046,0
670047,0
670048,0
670049,0
670050,1
670051,1
670052,1
670053,0
670054,1
670055,1
670056,0
670057,1
670058,1
670059,1
670060,0
670061,0
670062,0
670063,1
670064,0
670065,0
670066,0
670067,0
680020,0
680021,0
680022,0
680023,1
680024,1
680025,1
680026,1
680027,1
680028,1
680029,1
680030,1
680031,0
680032,0
680033,1
680034,1
680035,1
680036,1
680037,1
680038,1
680039,1
680040,1
680041,1
680042,1
680043,1
680044,0
680045,1
680046,0
680047,0
680048,0
680049,0
680050,0
680051,1
680052,0
680053,0
680054,0
680055,0
680056,0
680057,1
680058,0
680059,0
680060,0
680061,0
680062,0
680063,0
680064,0
680065,0
680066,0
680067,1
690020,0
690021,1
690022,0
690023,0
690024,1
690025,1
690026,0
690027,1
690028,1
690029,1
690030,1
690031,1
690032,1
690033,1
690034,1
690035,1
690036,1
690037,0
690038,1
690039,0
690040,1
690041,1
690042,1
690043,1
690044,0
690045,0
690046,0
690047,0
690048,0
690049,0
690050,0
690051,0
690052,0
690053,0
690054,0
690055,0
690056,0
690057,0
690058,0
690059,0
690060,0
690061,0
690062,0
690063,1
690064,1
690065,0
690066,0
690067,1
700020,0
700021,0
700022,0
700023,1
700024,0
700025,1
700026,1
700027,1
700028,1
700029,1
700030,1
700031,1
700032,1
700033,1
700034,1
700035,1
700036,1
700037,0
700038,1
700039,0
700040,1
700041,1
700042,1
700043,0
700044,0
700045,0
700046,0
700047,0
700048,1
700049,0
700050,0
700051,0
700052,0
700053,0
700054,0
700055,0
700056,0
700057,0
700058,0
700059,0
700060,0
700061,0
700062,0
700063,0
700064,0
700065,0
700066,0
700067,0
710020,0
710021,0
710022,0
710023,0
710024,1
710025,1
710026,1
710027,1
710028,1
710029,1
710030,1
710031,0
710032,1
710033,1
710034,1
710035,0
710036,1
710037,0
710038,0
710039,0
710040,0
710041,0
710042,0
710043,1
710044,0
710045,0
710046,0
710047,0
710048,0
710049,0
710050,0
710051,0
710052,0
710053,0
710054,0
710055,0
710056,0
710057,0
710058,0
710059,0
710060,0
710061,0
710062,0
710063,0
710064,1
710065,0
710066,0
710067,0
710070,0
710071,0
710072,0
710073,0
720021,0
720022,0
720023,1
720024,1
720025,1
720026,1
720027,0
720028,1
720029,1
720030,1
720031,1
720032,1
720033,0
720034,1
720035,0
720036,1
720037,1
720038,1
720039,0
720040,0
720041,1
720042,0
720043,1
720044,0
720045,0
720046,0
720047,0
720048,0
720049,0
720050,0
720051,0
720052,0
720053,0
720054,0
720055,0
720056,0
720057,0
720058,0
720059,0
720060,0
720061,0
720062,0
720063,0
720064,0
720065,0
720066,0
720067,0
720070,0
720071,0
720072,0
720073,0
730021,0
730022,0
730023,0
730024,0
730025,1
730026,1
730027,1
730028,0
730029,1
730030,1
730031,1
730032,1
730033,1
730034,1
730035,1
730036,1
730037,1
730038,1
730039,1
730040,1
730041,1
730042,0
730043,0
730044,0
730045,1
730046,1
730047,0
730048,0
730049,1
730050,0
730051,0
730052,0
730053,0
730054,0
730055,0
730056,0
730057,0
730058,0
730059,0
730060,0
730061,0
730062,0
730063,0
730064,0
730065,0
730066,0
730067,0
730069,0
730070,0
730071,1
730072,0
730073,0
730074,1
740022,0
740023,1
740024,1
740025,1
740026,0
740027,0
740028,0
740029,1
740030,1
740031,1
740032,1
740033,1
740034,1
740035,1
740036,0
740037,1
740038,1
740039,1
740040,1
740041,1
740042,1
740043,1
740044,1
740045,0
740046,0
740047,0
740048,0
740049,1
740050,1
740051,0
740052,0
740053,0
740054,0
740055,0
740056,0
740057,0
740058,0
740059,0
740060,0
740061,0
740062,0
740063,0
740064,0
740065,0
740066,0
740067,1
740068,1
740070,0
740071,0
740072,0
740073,0
740074,0
750022,0
750023,0
750024,0
750025,1
750026,0
750027,0
750028,1
750029,1
750030,0
750031,1
750032,1
750033,1
750034,1
750035,0
750036,0
750037,0
750038,0
750039,1
750040,1
750041,0
750042,0
750043,1
750044,0
750045,1
750046,1
750047,1
750048,0
750049,0
750050,0
750051,0
750052,0
750053,0
750054,0
750055,0
750056,0
750057,0
750058,0
750059,0
750060,0
750061,0
750062,0
750063,0
750064,0
750065,0
750066,0
750067,0
750068,0
750069,0
750070,0
750071,0
750072,0
750073,0
750074,0
760023,0
760024,0
760025,0
760026,0
760027,0
760028,0
760029,1
760030,0
760031,0
760032,0
760033,0
760034,0
760035,0
760036,0
760037,0
760038,1
760039,1
760040,0
760041,0
760042,1
760043,1
760044,0
760045,1
760046,0
760047,0
760048,1
760049,1
760050,1
760051,1
760052,1
760053,0
760054,0
760055,0
760056,0
760057,0
760058,0
760059,0
760060,0
760061,0
760062,0
760063,0
760064,0
760065,0
760066,0
760067,1
760068,1
760069,1
760070,0
760071,0
760072,0
770023,0
770024,0
770025,0
770026,0
770027,0
770028,0
770029,0
770030,0
770031,0
770032,0
770033,0
770034,0
770035,0
770036,0
770037,0
770038,0
770039,1
770040,0
770041,0
770042,0
770043,0
770044,1
770045,0
770046,1
770047,1
770048,1
770049,1
770050,1
770051,1
770052,1
770053,1
770054,1
770055,1
770056,0
770057,0
770058,0
770059,0
770060,0
770061,0
770062,0
770063,0
770064,0
770065,0
770066,0
770067,1
770068,1
770069,0
770070,0
770071,0
770072,0
780023,0
780024,0
780025,0
780026,0
780027,0
780028,0
780029,0
780030,0
780031,0
780032,1
780033,1
780034,1
780035,1
780036,0
780037,0
780038,0
780039,0
780040,0
780041,0
780042,0
780043,0
780044,0
780045,0
780046,0
780047,1
780048,1
780049,1
780050,0
780051,0
780052,0
780053,0
780054,1
780055,0
780056,1
780057,0
780058,1
780059,1
780060,0
780061,0
780062,0
780063,0
780064,0
780065,0
780066,1
780067,1
780068,1
780069,1
780070,0
780071,0
790023,0
790024,0
790025,0
790026,0
790027,0
790028,0
790029,0
790030,0
790031,1
790032,0
790033,0
790034,1
790035,0
790036,0
790037,0
790038,0
790039,0
790040,0
790041,0
790042,0
790043,0
790044,0
790045,0
790046,0
790047,0
790048,1
790049,1
790050,0
790051,0
790052,1
790053,0
790054,1
790055,0
790056,1
790057,0
790058,1
790059,0
790060,0
790061,1
790062,1
790063,1
790064,0
790065,1
790066,1
790067,1
790068,1
790069,1
790070,1
790071,0
800023,0
800024,1
800025,1
800026,0
800027,0
800028,0
800029,0
800030,0
800031,0
800032,0
800033,1
800034,1
800035,1
800036,0
800037,0
800038,0
800039,1
800040,1
800041,0
800042,0
800043,0
800044,0
800045,0
800046,0
800047,1
800048,1
800049,1
800050,1
800051,1
800052,1
800053,1
800054,1
800055,0
800056,0
800057,0
800058,0
800059,0
800060,0
800061,0
800062,0
800063,1
800064,0
800065,1
800066,1
800067,1
800068,1
800069,1
800070,0
800071,0
810023,1
810024,0
810025,1
810026,0
810027,0
810028,1
810029,1
810030,0
810031,0
810032,0
810033,0
810034,1
810035,1
810036,0
810037,0
810038,1
810039,1
810040,1
810041,1
810042,0
810043,0
810044,0
810045,0
810046,1
810047,1
810048,1
810049,0
810050,0
810051,1
810052,1
810053,1
810054,0
810055,0
810056,0
810057,0
810058,0
810059,0
810060,0
810061,0
810062,0
810063,0
810064,1
810065,1
810066,0
810067,0
810068,0
810069,0
810070,0
810071,0
820023,1
820024,1
820025,1
820026,1
820027,1
820028,1
820029,0
820030,0
820031,0
820032,0
820033,1
820034,1
820035,1
820036,0
820037,0
820038,1
820039,0
820040,0
820041,1
820042,1
820043,0
820044,1
820045,1
820046,0
820047,0
820048,0
820049,1
820050,0
820051,1
820052,1
820053,0
820054,0
820055,0
820056,0
820057,0
820058,0
820059,0
820060,0
820061,0
820062,0
820063,0
820064,0
820065,0
820066,0
820067,0
820068,0
820069,1
820070,1
820071,0
830022,0
830023,1
830024,1
830025,1
830026,1
830027,0
830028,0
830029,0
830030,0
830031,0
830032,0
830033,0
830034,1
830035,0
830036,1
830037,0
830038,1
830039,0
830040,0
830041,0
830042,1
830043,0
830044,0
830045,0
830046,0
830047,1
830048,0
830049,0
830050,0
830051,0
830052,0
830053,1
830054,0
830055,0
830056,0
830057,1
830058,0
830059,0
830060,0
830061,0
830062,0
830063,0
830064,0
830065,0
830066,0
830067,0
830068,1
830069,1
830070,0
830071,1
840021,0
840022,0
840023,0
840024,0
840025,1
840026,0
840027,1
840028,1
840029,1
840030,0
840031,0
840032,0
840033,0
840034,1
840035,0
840036,1
840037,0
840038,1
840039,0
840040,0
840041,1
840042,1
840043,0
840044,0
840045,0
840046,0
840047,0
840048,0
840049,0
840050,0
840051,0
840052,0
840053,0
840054,1
840055,0
840056,0
840057,0
840058,0
840059,0
840060,0
840061,0
840062,0
840063,0
840064,0
840065,0
840066,0
840067,0
840068,1
850020,0
850021,0
850022,1
850023,0
850024,0
850025,1
850026,1
850027,1
850028,1
850029,1
850030,0
850031,0
850032,0
850033,0
850034,1
850035,1
850036,1
850037,0
850038,0
850039,1
850040,0
850041,0
850042,1
850043,0
850044,0
850045,0
850046,0
850047,1
850048,0
850049,0
850050,0
850051,0
850052,0
850053,0
850054,0
850055,0
850056,0
850057,0
850058,0
850059,0
850060,0
850061,0
850062,0
850063,0
850064,0
850065,0
850066,0
850067,1
850068,0
860019,0
860020,0
860021,0
860022,0
860023,0
860024,0
860025,1
860026,1
860027,1
860028,1
860029,1
860030,0
860031,0
860032,0
860033,0
860034,1
860035,0
860036,1
860037,0
860038,0
860039,0
860040,0
860041,0
860042,1
860043,1
860044,0
860045,1
860046,0
860047,1
860048,1
860049,0
860050,0
860051,0
860052,0
860053,0
860054,0
860055,0
860056,0
860057,1
860058,1
860059,0
860060,1
860061,1
860062,0
860063,0
860064,0
860065,0
860066,0
860067,1
860068,1
870018,1
870019,0
870020,0
870021,0
870022,0
870023,1
870024,1
870025,0
870026,1
870027,1
870028,1
870029,1
870030,0
870031,0
870032,0
870033,1
870034,0
870035,1
870036,0
870037,1
870038,0
870039,0
870040,0
870041,0
870042,0
870043,1
870044,0
870045,1
870046,0
870047,0
870048,0
870049,0
870050,0
870051,0
870052,0
870053,0
870054,0
870055,0
870056,0
870057,0
870058,1
870059,0
870060,1
870061,1
870062,0
870063,0
870064,0
870065,0
870066,0
870067,1
870068,1
880017,0
880018,1
880019,0
880020,0
880021,1
880022,1
880023,1
880024,1
880025,1
880026,1
880027,1
880028,1
880029,1
880030,0
880031,0
880032,1
880033,0
880034,0
880035,1
880036,0
880037,1
880038,1
880039,0
880040,0
880041,0
880042,0
880043,0
880044,0
880045,1
880046,1
880047,0
880048,1
880049,1
880050,0
880051,0
880052,0
880053,0
880054,0
880055,0
880056,0
880057,0
880058,0
880059,0
880060,1
880061,0
880062,1
880063,1
880064,0
880065,1
880066,0
880067,0
880068,0
880069,0
890016,0
890017,0
890018,1
890019,0
890020,0
890021,0
890022,1
890023,1
890024,0
890025,1
890026,1
890027,1
890028,1
890029,1
890030,0
890031,0
890032,0
890033,0
890034,1
890035,0
890036,0
890037,1
890038,1
890039,0
890040,0
890041,0
890042,0
890043,0
890044,0
890045,0
890046,0
890047,1
890048,0
890049,0
890050,0
890051,0
890052,0
890053,0
890054,0
890055,0
890056,0
890057,0
890058,0
890059,0
890060,1
890061,1
890062,1
890063,1
890064,1
890065,1
890066,0
890067,0
890068,0
890069,0
900016,1
900017,0
900018,1
900019,1
900020,0
900021,0
900022,0
900023,0
900024,0
900025,1
900026,1
900027,1
900028,1
900029,1
900030,0
900031,0
900032,0
900033,0
900034,0
900035,1
900036,0
900037,0
900038,1
900039,0
900040,0
900041,0
900042,0
900043,1
900044,1
900045,0
900046,0
900047,0
900048,1
900049,0
900050,0
900051,0
900052,0
900053,0
900054,0
900055,0
900056,0
900057,0
900058,0
900059,0
900060,0
900061,0
900062,1
900063,1
900064,1
900065,0
900066,0
900067,0
900068,0
900069,0
900070,0
910015,0
910016,0
910017,0
910018,0
910019,1
910020,0
910021,0
910022,0
910023,0
910024,0
910025,1
910026,1
910027,1
910028,1
910029,1
910030,1
910031,0
910032,1
910033,0
910034,1
910035,1
910036,0
910037,0
910038,1
910039,0
910040,0
910041,1
910042,0
910043,1
910044,0
910045,0
910046,0
910047,0
910048,0
910049,0
910050,0
910051,0
910052,0
910053,0
910054,0
910055,0
910056,0
910057,0
910058,0
910059,1
910061,0
910062,1
910063,1
910064,1
910065,0
910066,0
910067,0
910068,0
910069,0
920015,0
920016,0
920017,0
920018,0
920019,0
920020,0
920021,0
920022,0
920023,0
920024,0
920025,0
920026,0
920027,1
920028,1
920029,1
920030,1
920031,1
920032,1
920033,1
920034,1
920035,0
920036,0
920037,1
920038,1
920039,1
920040,0
920041,1
920042,1
920043,1
920044,0
920045,0
920046,0
920047,1
920048,1
920049,0
920050,0
920051,0
920052,0
920053,0
920054,0
920055,0
920056,0
920057,0
920058,0
920060,0
920061,0
920062,1
920063,0
920064,0
920065,1
920066,1
920067,0
920068,0
920069,1
930015,0
930016,0
930017,0
930018,0
930019,0
930020,0
930021,1
930022,0
930023,0
930024,0
930025,1
930026,1
930027,1
930028,1
930029,1
930030,1
930031,1
930032,1
930033,1
930034,1
930035,0
930036,1
930037,0
930038,0
930039,1
930040,1
930041,0
930042,1
930043,1
930044,0
930045,0
930046,0
930047,1
930048,1
930049,0
930050,0
930051,0
930052,0
930053,0
930054,0
930055,0
930056,0
930060,0
930061,0
930062,1
930063,0
930064,0
930065,1
930066,1
930067,0
930068,1
930069,1
940014,0
940015,0
940016,0
940017,0
940018,0
940019,0
940020,0
940021,0
940024,0
940025,1
940026,1
940027,0
940028,0
940029,1
940030,1
940031,1
940032,1
940033,0
940034,0
940035,0
940036,0
940037,0
940038,0
940039,0
940040,1
940041,1
940042,1
940043,0
940044,0
940045,0
940046,1
940047,1
940048,1
940049,0
940050,0
940051,0
940052,0
940053,0
940054,0
940055,0
940056,0
940060,0
940061,0
940062,1
940063,0
940064,0
940065,0
940066,0
940067,1
950014,0
950015,0
950016,0
950017,0
950024,0
950025,1
950026,0
950027,1
950028,1
950029,1
950030,1
950031,1
950032,1
950033,1
950034,0
950035,0
950036,0
950037,0
950038,0
950039,0
950040,1
950041,1
950042,1
950043,1
950044,1
950045,0
950046,0
950047,1
950048,0
950049,0
950050,0
950051,0
950052,0
950053,0
950054,0
950055,0
950056,0
950067,0
960014,0
960015,1
960016,0
960017,0
960024,0
960025,1
960026,1
960027,1
960028,1
960029,1
960030,1
960031,0
960032,1
960033,0
960034,0
960035,0
960036,
960037,0
960038,0
960039,0
960040,0
960041,1
960042,1
960043,1
960044,0
960045,0
960046,0
960047,1
960048,0
960049,0
960050,0
960051,0
970014,1
970015,0
970016,0
970024,0
970025,0
970026,1
970027,0
970028,1
970029,1
970030,0
970031,0
970032,0
970033,0
970034,0
970035,0
970036,1
970037,1
970038,0
970039,0
970040,0
970041,1
970042,0
970043,0
970044,0
970045,1
970046,1
970047,0
970048,0
970049,0
970050,0
970051,0
980014,0
980015,0
980024,0
980025,1
980026,1
980027,0
980028,1
980029,1
980030,0
980031,0
980032,0
980033,0
980034,0
980035,0
980036,1
980037,1
980038,0
980039,0
980040,0
980041,1
980042,0
980043,0
980044,0
980045,1
980046,1
980047,0
980048,0
980049,0
980050,0
980051,0
990013,0
990014,0
990015,0
990023,0
990024,0
990025,0
990026,1
990027,0
990028,1
990029,1
990030,0
990031,0
990032,0
990033,0
990034,0
990035,0
990036,1
990037,1
990038,0
990039,0
990040,0
990041,1
990042,1
990043,1
990044,1
990045,1
990046,0
990047,0
990048,0
990049,0
990050,0
990051,0
1000013,0
1000014,0
1000015,0
1000021,0
1000022,0
1000023,0
1000025,0
1000026,0
1000027,1
1000028,0
1000029,1
1000030,1
1000031,0
1000032,0
1000033,0
1000034,0
1000035,0
1000036,1
1000037,1
1000038,0
1000039,0
1000040,0
1000041,1
1000042,1
1000043,1
1000044,0
1000045,1
1000046,0
1000047,1
1000048,0
1000049,0
1000050,0
1000051,0
1010013,0
1010014,0
1010021,0
1010022,0
1010023,0
1010025,0
1010026,0
1010027,1
1010028,1
1010029,0
1010030,0
1010031,0
1010032,0
1010033,1
1010034,0
1010035,1
1010036,1
1010037,0
1010038,0
1010039,0
1010040,0
1010041,0
1010042,0
1010043,0
1010044,1
1010045,0
1010046,0
1010047,0
1010048,0
1010049,0
1010050,0
1010051,0
1020012,0
1020013,0
1020014,0
1020025,0
1020026,1
1020027,1
1020028,0
1020029,0
1020030,1
1020031,1
1020032,0
1020033,0
1020034,0
1020035,1
1020036,0
1020037,0
1020038,1
1020039,0
1020040,1
1020041,0
1020042,0
1020043,1
1020044,1
1020045,1
1020046,0
1020047,0
1020048,0
1020049,1
1020050,0
1030012,0
1030013,0
1030025,0
1030026,0
1030027,1
1030028,1
1030029,0
1030030,1
1030031,1
1030032,1
1030033,1
1030034,1
1030035,1
1030036,1
1030037,1
1030038,1
1030039,1
1030040,1
1030041,1
1030042,0
1030043,0
1030044,1
1030045,1
1030046,1
1030047,0
1030048,0
1030049,1
1030050,1
1040012,0
1040013,0
1040014,0
1040025,0
1040026,0
1040027,0
1040028,0
1040029,0
1040030,0
1040031,0
1040032,1
1040033,1
1040034,1
1040035,1
1040036,0
1040037,0
1040038,1
1040039,0
1040040,1
1040041,0
1040042,0
1040043,0
1040044,1
1040045,1
1040046,1
1040047,1
1040048,1
1040049,1
1040050,1
1050011,0
1050012,0
1050013,0
1050014,0
1050025,0
1050026,0
1050027,0
1050028,0
1050029,0
1050030,0
1050031,0
1050032,0
1050033,0
1050034,1
1050035,1
1050036,1
1050037,1
1050038,0
1050039,1
1050040,1
1050041,1
1050042,0
1050043,0
1050044,1
1050045,0
1050046,1
1060011,0
1060012,0
1060013,0
1060014,0
1060025,0
1060026,0
1060027,0
1060028,0
1060029,0
1060031,0
1060032,1
1060035,1
1060036,1
1060037,1
1060038,0
1060039,0
1060040,1
1060041,1
1060042,0
1060043,0
1060044,0
1060045,0
1060046,1
1070011,0
1070012,1
1070013,0
1070028,0
1070029,0
1070030,0
1070035,0
1070036,1
1070037,1
1070038,0
1070039,0
1070040,0
1070041,1
1070042,0
1070043,0
1070044,0
1080011,0
1080012,1
1080013,0
1080030,0
1080036,1
1080037,1
1080038,1
1080039,1
1080040,1
1080041,1
1080042,1
1080043,0
1080044,1
1090011,0
1090012,0
1090013,0
1090030,1
1090036,0
1090037,0
1090038,0
1090039,1
1090040,1
1090041,1
1090042,1
1090043,1
1090044,1
1100011,0
1100012,0
1100013,0
1100036,0
1100037,0
1100038,0
1100039,1
1100040,1
1100041,1
1100042,0
1100043,0
1100044,0
1110011,0
1110012,0
1110013,0
1110014,0
1110015,0
1110038,0
1110039,0
1110040,1
1110041,1
1110042,1
1110043,1
1110044,0
1120011,0
1120012,0
1120013,0
1120014,0
1120039,0
1120041,1
1120042,1
1120043,1
1120044,1
1130012,0
1130013,0
1130041,1
1130042,1
1130043,1
1140012,0
1140013,1
1150012,0
1150013,0
1160013,0
1170013,0
1170014,0
1180014,0
1180015,0
1180016,0
1190014,0
1190015,0
1190016,0
1190017,0
1200015,0
1200016,0
1200017,0
1200018,0
1210016,0
1210017,0
1210018,0
1220017,1
1220018,0
1220019,0
1230018,0
1230019,0
1230020,0
1240018,0
1240019,0
1240020,0
1250019,0
1250020,0
1260020,0
1260021,0
1270020,0
1270021,0
1280021,0
1290021,0
1290022,0
1300022,0
1310022,0
1320022,0
1330022,0
1340022,0
1350022,0
1350023,0
1360022,0
1360023,0
1370022,0
1370023,0
1380023,0
1380024,0
1380027,0
1380028,0
1390023,0
1390024,0
1390025,0
1390026,1
1390027,0
1390028,0
1390029,0
1400023,0
1400024,0
1400025,0
1400026,1
1400027,0
1400028,0
1410024,0
1410025,0
1410026,0
1410027,0
1410028,0
1410029,0
1420025,0
1420026,0
1420027,0
1420028,0
1420029,0
1420030,0
1420031,0
1420032,0
1430026,0
1430027,0
1430028,0
1430029,0
1430030,0
1430031,0
1430032,0
1440027,0
1440028,0
1440029,0
1440030,0
1440031,0
1440032,0
1450028,0
1450029,0
1450030,0
1450031,0
1450032,0
1450033,0
1460029,0
1460030,0
1460031,0
1460032,0
1460033,0
1460034,0
1470030,0
1470031,0
1470032,0
1470033,0
1470034,0
1470035,0
1480032,0
1480033,0
1480034,0
1480035,0
1480036,0
1490033,0
1490034,0
1490035,1
1490036,0
1490037,0
1500034,0
1500035,0
1500036,0
1500037,0
1510035,0
1510036,0
1520036,0
